Product	Description	Price DKK	Production site
7193125	Product 12214	104	Kirke Såby
7193209	Product 12233	41	Kirke Såby
7193241	Product 12269	130	Kirke Såby
7193242	Product 12270	41	Kirke Såby
7266944	Product 12318	74	Kirke Såby
7237398	Product 12327	31	Kirke Såby
7267266	Product 12328	42	Kirke Såby
7267193	Product 12329	76	Kirke Såby
7266995	Product 12330	74	Kirke Såby
7267320	Product 12331	124	Kirke Såby
7267398	Product 12332	94	Kirke Såby
7267134	Product 12334	112	Kirke Såby
7267053	Product 12335	104	Kirke Såby
7193314	Product 12344	93	Kirke Såby
7268432	Product 12350	82	Kirke Såby
7269420	Product 12353	115	Kirke Såby
7269498	Product 12354	45	Kirke Såby
7268165	Product 12358	100	Kirke Såby
7268300	Product 12359	76	Kirke Såby
7268378	Product 12360	98	Kirke Såby
7193350	Product 12370	107	Kirke Såby
7193484	Product 12399	96	Kirke Såby
7999678	Product 12442	32	Kirke Såby
7269447	Product 12468	45	Kirke Såby
7269528	Product 12469	85	Kirke Såby
7269382	Product 12470	90	Kirke Såby
7268645	Product 12472	68	Kirke Såby
7267878	Product 12473	76	Kirke Såby
7193762	Product 12607	83	Kirke Såby
7193765	Product 12622	55	Kirke Såby
7193730	Product 12668	112	Kirke Såby
7270720	Product 12672	69	Kirke Såby
7999681	Product 12700	85	Kirke Såby
7999683	Product 12701	94	Kirke Såby
7999682	Product 12704	112	Kirke Såby
7193865	Product 12733	104	Kirke Såby
7193916	Product 12748	49	Kirke Såby
7193914	Product 12749	35	Kirke Såby
7193956	Product 12764	58	Kirke Såby
7193962	Product 12765	76	Kirke Såby
7193936	Product 12774	31	Kirke Såby
7194011	Product 12785	96	Kirke Såby
7193993	Product 12789	75	Kirke Såby
7193987	Product 12790	113	Kirke Såby
7269315	Product 12795	123	Kirke Såby
7269250	Product 12796	45	Kirke Såby
7194085	Product 12806	88	Kirke Såby
7194012	Product 12816	57	Kirke Såby
7194016	Product 12817	55	Kirke Såby
7194088	Product 12818	127	Kirke Såby
7194019	Product 12819	123	Kirke Såby
7194094	Product 12820	36	Kirke Såby
7194091	Product 12821	115	Kirke Såby
7194023	Product 12822	111	Kirke Såby
7194167	Product 12890	62	Kirke Såby
7268521	Product 12894	38	Kirke Såby
7270615	Product 12899	72	Kirke Såby
7270747	Product 12900	57	Kirke Såby
7270550	Product 12902	76	Kirke Såby
7194114	Product 12907	101	Kirke Såby
7194126	Product 12920	90	Kirke Såby
7194141	Product 12928	50	Kirke Såby
7194194	Product 12940	114	Kirke Såby
7194265	Product 12949	119	Kirke Såby
7200685	Product 13000	99	Kirke Såby
7200687	Product 13001	120	Kirke Såby
7100238	Product 13068	112	Kirke Såby
7200651	Product 13131	121	Kirke Såby
7094418	Product 13195	62	Kirke Såby
7194191	Product 13244	72	Kirke Såby
7101262	Product 13275	112	Kirke Såby
7192541	Product 13284	56	Kirke Såby
7099959	Product 13294	65	Kirke Såby
7200001	Product 13335	112	Kirke Såby
7196814	Product 13353	121	Kirke Såby
7124732	Product 13358	83	Kirke Såby
7100011	Product 13367	37	Kirke Såby
7199317	Product 13431	60	Kirke Såby
7199236	Product 13432	54	Kirke Såby
7193622	Product 13481	98	Kirke Såby
7193613	Product 13483	76	Kirke Såby
7101537	Product 13649	86	Kirke Såby
7200757	Product 13655	46	Kirke Såby
7200755	Product 13656	87	Kirke Såby
7700048	Product 13705	56	Kirke Såby
7159226	Product 13717	48	Kirke Såby
7186720	Product 13718	101	Kirke Såby
7100859	Product 13723	122	Kirke Såby
7275471	Product 13769	130	Kirke Såby
7275617	Product 13770	104	Kirke Såby
7275552	Product 13771	55	Kirke Såby
7195753	Product 13774	69	Kirke Såby
7072740	Product 13776	126	Kirke Såby
7153309	Product 13793	125	Kirke Såby
7143060	Product 13796	71	Kirke Såby
7153228	Product 13797	124	Kirke Såby
7128363	Product 13884	57	Kirke Såby
7128339	Product 13885	74	Kirke Såby
7197730	Product 13902	64	Kirke Såby
7271913	Product 13915	106	Kirke Såby
7272189	Product 13917	60	Kirke Såby
7272049	Product 13918	104	Kirke Såby
7271980	Product 13919	106	Kirke Såby
7272111	Product 13920	38	Kirke Såby
7194123	Product 13921	90	Kirke Såby
7194117	Product 13922	116	Kirke Såby
7261721	Product 13930	74	Kirke Såby
7261756	Product 13931	64	Kirke Såby
7261705	Product 13932	77	Kirke Såby
7261713	Product 13933	88	Kirke Såby
7192721	Product 13964	40	Kirke Såby
7192722	Product 13966	91	Kirke Såby
7267061	Product 13995	109	Kirke Såby
7267002	Product 13996	121	Kirke Såby
7193435	Product 14007	116	Kirke Såby
7120303	Product 14060	68	Kirke Såby
7175582	Product 14100	75	Kirke Såby
7175493	Product 14104	79	Kirke Såby
7208758	Product 14109	108	Kirke Såby
7150067	Product 14140	129	Kirke Såby
7150083	Product 14146	109	Kirke Såby
7175434	Product 14163	100	Kirke Såby
7155336	Product 14204	40	Kirke Såby
7196687	Product 14224	84	Kirke Såby
7153350	Product 14254	84	Kirke Såby
7185715	Product 14259	70	Kirke Såby
7162430	Product 14267	44	Kirke Såby
7161670	Product 14317	60	Kirke Såby
7237928	Product 14338	68	Kirke Såby
7137222	Product 14351	102	Kirke Såby
7137206	Product 14352	68	Kirke Såby
7196776	Product 14354	56	Kirke Såby
7195079	Product 14375	120	Kirke Såby
7255659	Product 14382	101	Kirke Såby
7159960	Product 14391	49	Kirke Såby
7185022	Product 14397	51	Kirke Såby
7116462	Product 14427	78	Kirke Såby
7238126	Product 14432	58	Kirke Såby
7168837	Product 14439	99	Kirke Såby
7193947	Product 14454	115	Kirke Såby
7177119	Product 14469	36	Kirke Såby
7275358	Product 14579	56	Kirke Såby
7275412	Product 14580	79	Kirke Såby
7100002	Product 14589	116	Kirke Såby
7100001	Product 14590	34	Kirke Såby
7200000	Product 14591	32	Kirke Såby
7101311	Product 14618	49	Kirke Såby
7101314	Product 14620	122	Kirke Såby
7101312	Product 14621	96	Kirke Såby
7186681	Product 14643	30	Kirke Såby
7126123	Product 14654	56	Kirke Såby
7153457	Product 14660	107	Kirke Såby
7248210	Product 14663	115	Kirke Såby
7112904	Product 14667	52	Kirke Såby
7193939	Product 14672	74	Kirke Såby
7101542	Product 14674	63	Kirke Såby
7101545	Product 14675	69	Kirke Såby
7101541	Product 14676	99	Kirke Såby
7101547	Product 14677	68	Kirke Såby
7200762	Product 14685	52	Kirke Såby
7077696	Product 14753	105	Kirke Såby
7143877	Product 14763	102	Kirke Såby
7162340	Product 14772	56	Kirke Såby
7159234	Product 14866	50	Kirke Såby
7146302	Product 14880	82	Kirke Såby
7235224	Product 14932	118	Kirke Såby
7192290	Product 14937	47	Kirke Såby
7101197	Product 14962	97	Kirke Såby
7100048	Product 15024	81	Kirke Såby
7100085	Product 15044	30	Kirke Såby
7200039	Product 15049	85	Kirke Såby
7100718	Product 15063	82	Kirke Såby
7100717	Product 15064	48	Kirke Såby
7200366	Product 15068	51	Kirke Såby
7100974	Product 15092	62	Kirke Såby
7200446	Product 15094	78	Kirke Såby
7200445	Product 15095	48	Kirke Såby
7200450	Product 15096	87	Kirke Såby
7200480	Product 15103	32	Kirke Såby
7200482	Product 15104	63	Kirke Såby
7200473	Product 15105	125	Kirke Såby
7200483	Product 15112	60	Kirke Såby
7200485	Product 15113	111	Kirke Såby
7200484	Product 15114	44	Kirke Såby
7101026	Product 15118	68	Kirke Såby
7101024	Product 15120	50	Kirke Såby
7191030	Product 15129	44	Kirke Såby
7073984	Product 15150	124	Kirke Såby
7100185	Product 15177	35	Kirke Såby
7161620	Product 15236	39	Kirke Såby
7180993	Product 15245	43	Kirke Såby
7180624	Product 15269	128	Kirke Såby
7267517	Product 15347	85	Kirke Såby
7267916	Product 15348	70	Kirke Såby
7267312	Product 15355	119	Kirke Såby
7100774	Product 15462	60	Kirke Såby
7200252	Product 15464	97	Kirke Såby
7100766	Product 15515	53	Kirke Såby
7100799	Product 15537	94	Kirke Såby
7185030	Product 15577	51	Kirke Såby
7159978	Product 15579	61	Kirke Såby
7168829	Product 15599	123	Kirke Såby
7100559	Product 15663	58	Kirke Såby
7100577	Product 15664	36	Kirke Såby
7200288	Product 15674	46	Kirke Såby
7100608	Product 15685	52	Kirke Såby
7200263	Product 15687	99	Kirke Såby
7101504	Product 15731	101	Kirke Såby
7200163	Product 15826	101	Kirke Såby
7200187	Product 15863	117	Kirke Såby
7200184	Product 15864	77	Kirke Såby
7200186	Product 15867	48	Kirke Såby
7200529	Product 15906	83	Kirke Såby
7200531	Product 15907	67	Kirke Såby
7200530	Product 15908	30	Kirke Såby
7113048	Product 15944	119	Kirke Såby
7200347	Product 15972	107	Kirke Såby
7200221	Product 16003	43	Kirke Såby
7200220	Product 16004	106	Kirke Såby
7100532	Product 16030	40	Kirke Såby
7200229	Product 16039	98	Kirke Såby
7200230	Product 16041	95	Kirke Såby
7200227	Product 16044	41	Kirke Såby
7200228	Product 16045	100	Kirke Såby
7100552	Product 16052	36	Kirke Såby
7100560	Product 16054	59	Kirke Såby
7100561	Product 16055	71	Kirke Såby
7200562	Product 16091	84	Kirke Såby
7200560	Product 16092	129	Kirke Såby
7200564	Product 16093	66	Kirke Såby
7200559	Product 16094	120	Kirke Såby
7200568	Product 16095	34	Kirke Såby
7101301	Product 16116	37	Kirke Såby
7200604	Product 16121	117	Kirke Såby
7101306	Product 16123	69	Kirke Såby
7187173	Product 16205	72	Kirke Såby
7187190	Product 16209	66	Kirke Såby
7180667	Product 16219	34	Kirke Såby
7193479	Product 16355	32	Kirke Såby
7193933	Product 16359	108	Kirke Såby
7260474	Product 16388	80	Kirke Såby
7260458	Product 16389	33	Kirke Såby
7260644	Product 16390	105	Kirke Såby
7261047	Product 16391	57	Kirke Såby
7261470	Product 16394	55	Kirke Såby
7261462	Product 16395	48	Kirke Såby
7261977	Product 16396	126	Kirke Såby
7261861	Product 16397	115	Kirke Såby
7261853	Product 16398	35	Kirke Såby
7262027	Product 16399	33	Kirke Såby
7194042	Product 16405	76	Kirke Såby
7194226	Product 16417	99	Kirke Såby
7186703	Product 16451	70	Kirke Såby
7200430	Product 16468	69	Kirke Såby
7200442	Product 16469	48	Kirke Såby
7100972	Product 16473	45	Kirke Såby
7261772	Product 16533	77	Kirke Såby
7100992	Product 16582	34	Kirke Såby
7101017	Product 16585	39	Kirke Såby
7101039	Product 16589	83	Kirke Såby
7200494	Product 16590	118	Kirke Såby
7700063	Product 16598	80	Kirke Såby
7700064	Product 16599	120	Kirke Såby
7200402	Product 16636	109	Kirke Såby
7200403	Product 16637	84	Kirke Såby
7200267	Product 16645	115	Kirke Såby
7200709	Product 16652	83	Kirke Såby
7191103	Product 16706	85	Kirke Såby
7175523	Product 16723	68	Kirke Såby
7138903	Product 16740	58	Kirke Såby
7175035	Product 16742	77	Kirke Såby
7236697	Product 16851	78	Kirke Såby
7145128	Product 16886	122	Kirke Såby
7186835	Product 16890	74	Kirke Såby
7221568	Product 16897	63	Kirke Såby
7077270	Product 16964	110	Kirke Såby
7161310	Product 16977	31	Kirke Såby
7077718	Product 16993	110	Kirke Såby
7186975	Product 17013	59	Kirke Såby
7196660	Product 17030	103	Kirke Såby
7153147	Product 17036	36	Kirke Såby
7152418	Product 17059	62	Kirke Såby
7186711	Product 17083	87	Kirke Såby
7186673	Product 17084	128	Kirke Såby
7185545	Product 17093	59	Kirke Såby
7185693	Product 17100	71	Kirke Såby
7161662	Product 17113	98	Kirke Såby
7169590	Product 17134	58	Kirke Såby
7196946	Product 17136	40	Kirke Såby
7162065	Product 17144	121	Kirke Såby
7150466	Product 17181	37	Kirke Såby
7154323	Product 17271	129	Kirke Såby
7186649	Product 17278	33	Kirke Såby
7186630	Product 17286	125	Kirke Såby
7126140	Product 17303	99	Kirke Såby
7083327	Product 17315	42	Kirke Såby
7156278	Product 17332	60	Kirke Såby
7111398	Product 17342	37	Kirke Såby
7134002	Product 17398	95	Kirke Såby
7094361	Product 17404	105	Kirke Såby
7146728	Product 17407	77	Kirke Såby
7156936	Product 17412	54	Kirke Såby
7146744	Product 17413	111	Kirke Såby
7146752	Product 17415	117	Kirke Såby
7192444	Product 17429	46	Kirke Såby
7192428	Product 17434	37	Kirke Såby
7181000	Product 17448	114	Kirke Såby
7176481	Product 17472	96	Kirke Såby
7190425	Product 17477	73	Kirke Såby
7190360	Product 17482	100	Kirke Såby
7121512	Product 17509	86	Kirke Såby
7121474	Product 17512	36	Kirke Såby
7146671	Product 17530	47	Kirke Såby
7232918	Product 17571	52	Kirke Såby
7190476	Product 17628	80	Kirke Såby
7182295	Product 17646	108	Kirke Såby
7192568	Product 17650	32	Kirke Såby
7098790	Product 17651	30	Kirke Såby
7247737	Product 17673	125	Kirke Såby
7226896	Product 17696	41	Kirke Såby
7194170	Product 17705	87	Kirke Såby
7166710	Product 17707	100	Kirke Såby
7178107	Product 17710	79	Kirke Såby
7122578	Product 17718	58	Kirke Såby
7122560	Product 17721	84	Kirke Såby
7177097	Product 17759	82	Kirke Såby
7177453	Product 17775	48	Kirke Såby
7224834	Product 17776	85	Kirke Såby
7177810	Product 17779	127	Kirke Såby
7194099	Product 17811	72	Kirke Såby
7179952	Product 17872	108	Kirke Såby
7220278	Product 17879	116	Kirke Såby
7180560	Product 17909	65	Kirke Såby
7180594	Product 17913	77	Kirke Såby
7239718	Product 17938	99	Kirke Såby
7259786	Product 18260	33	Kirke Såby
7260318	Product 18270	103	Kirke Såby
7261357	Product 18276	35	Kirke Såby
7261330	Product 18277	90	Kirke Såby
7261322	Product 18278	31	Kirke Såby
7192165	Product 18281	78	Kirke Såby
7261985	Product 18286	70	Kirke Såby
7262019	Product 18287	69	Kirke Såby
7262035	Product 18288	30	Kirke Såby
7262167	Product 18289	98	Kirke Såby
7262140	Product 18290	118	Kirke Såby
7262760	Product 18291	113	Kirke Såby
7262329	Product 18292	69	Kirke Såby
7192641	Product 18334	89	Kirke Såby
7263872	Product 18339	97	Kirke Såby
7192976	Product 18404	96	Kirke Såby
7193054	Product 18416	31	Kirke Såby
7193058	Product 18417	99	Kirke Såby
7193210	Product 18429	81	Kirke Såby
7267525	Product 18450	57	Kirke Såby
7267460	Product 18451	58	Kirke Såby
7193311	Product 18453	61	Kirke Såby
7193781	Product 18504	127	Kirke Såby
7193847	Product 18520	118	Kirke Såby
7193990	Product 18532	66	Kirke Såby
7194082	Product 18534	94	Kirke Såby
7194097	Product 18536	48	Kirke Såby
7194101	Product 18537	44	Kirke Såby
7194033	Product 18539	87	Kirke Såby
7194059	Product 18540	111	Kirke Såby
7194160	Product 18552	77	Kirke Såby
7270488	Product 18557	47	Kirke Såby
7101263	Product 18612	98	Kirke Såby
7188013	Product 18632	48	Kirke Såby
7193616	Product 18649	44	Kirke Såby
7124155	Product 18660	125	Kirke Såby
7101518	Product 18680	60	Kirke Såby
7200761	Product 18681	39	Kirke Såby
7275684	Product 18701	103	Kirke Såby
7194120	Product 18722	99	Kirke Såby
7261691	Product 18725	97	Kirke Såby
7261764	Product 18726	84	Kirke Såby
7192723	Product 18731	87	Kirke Såby
7175442	Product 18758	70	Kirke Såby
7101313	Product 18837	45	Kirke Såby
7196695	Product 18840	59	Kirke Såby
7072783	Product 18876	62	Kirke Såby
7100087	Product 18905	54	Kirke Såby
7100716	Product 18907	127	Kirke Såby
7200448	Product 18913	33	Kirke Såby
7186819	Product 18940	113	Kirke Såby
7200289	Product 19017	65	Kirke Såby
7200298	Product 19018	83	Kirke Såby
7100509	Product 19038	54	Kirke Såby
7200348	Product 19064	77	Kirke Såby
7200561	Product 19085	102	Kirke Såby
7169400	Product 19102	119	Kirke Såby
7182279	Product 19106	55	Kirke Såby
7193876	Product 19120	71	Kirke Såby
7200686	Product 19133	81	Kirke Såby
7101149	Product 19138	101	Kirke Såby
7200650	Product 19157	69	Kirke Såby
7192203	Product 19169	126	Kirke Såby
7195966	Product 19202	103	Kirke Såby
7101539	Product 19242	126	Kirke Såby
7200756	Product 19243	46	Kirke Såby
7101540	Product 19246	107	Kirke Såby
7200760	Product 19247	42	Kirke Såby
7137214	Product 19272	100	Kirke Såby
7196679	Product 19333	107	Kirke Såby
7162383	Product 19338	121	Kirke Såby
7184921	Product 19344	112	Kirke Såby
7153104	Product 19365	96	Kirke Såby
7116489	Product 19367	91	Kirke Såby
7198183	Product 19404	35	Kirke Såby
7176716	Product 19416	61	Kirke Såby
7101544	Product 19417	49	Kirke Såby
7101543	Product 19418	39	Kirke Såby
7100592	Product 19429	47	Kirke Såby
7143507	Product 19436	112	Kirke Såby
7137893	Product 19455	124	Kirke Såby
7139977	Product 19474	44	Kirke Såby
7100056	Product 19487	110	Kirke Såby
7200367	Product 19492	92	Kirke Såby
7200368	Product 19493	103	Kirke Såby
7100155	Product 19504	44	Kirke Såby
7267711	Product 19532	126	Kirke Såby
7124031	Product 19559	36	Kirke Såby
7200287	Product 19600	124	Kirke Såby
7200185	Product 19626	86	Kirke Såby
7130325	Product 19661	39	Kirke Såby
7260695	Product 19707	59	Kirke Såby
7260601	Product 19708	74	Kirke Såby
7260628	Product 19709	104	Kirke Såby
7261500	Product 19710	55	Kirke Såby
7261187	Product 19711	48	Kirke Såby
7261527	Product 19712	92	Kirke Såby
7261608	Product 19713	41	Kirke Såby
7192143	Product 19714	64	Kirke Såby
7262043	Product 19715	87	Kirke Såby
7193868	Product 19721	74	Kirke Såby
7200463	Product 19763	106	Kirke Såby
7100963	Product 19764	111	Kirke Såby
7260954	Product 19783	53	Kirke Såby
7700031	Product 19834	36	Kirke Såby
7260016	Product 19837	83	Kirke Såby
7101042	Product 19883	46	Kirke Såby
7101021	Product 19885	77	Kirke Såby
7100142	Product 19898	120	Kirke Såby
7100161	Product 19899	94	Kirke Såby
7176554	Product 19919	53	Kirke Såby
7200513	Product 19941	117	Kirke Såby
7200514	Product 19942	125	Kirke Såby
7150180	Product 20001	53	Kirke Såby
7113455	Product 20004	39	Kirke Såby
7113471	Product 20009	56	Kirke Såby
7148593	Product 20020	31	Kirke Såby
7175450	Product 20053	107	Kirke Såby
7231695	Product 20173	87	Kirke Såby
7231687	Product 20174	76	Kirke Såby
7128746	Product 20200	77	Kirke Såby
7186800	Product 20220	71	Kirke Såby
7170904	Product 20264	38	Kirke Såby
7170939	Product 20265	68	Kirke Såby
7092342	Product 20287	30	Kirke Såby
7180268	Product 20294	32	Kirke Såby
7137095	Product 20367	127	Kirke Såby
7151080	Product 20382	123	Kirke Såby
7219741	Product 20395	86	Kirke Såby
7219768	Product 20399	89	Kirke Såby
7168950	Product 20401	123	Kirke Såby
7168977	Product 20403	34	Kirke Såby
7135122	Product 20414	97	Kirke Såby
7153341	Product 20439	76	Kirke Såby
7184930	Product 20451	53	Kirke Såby
7255667	Product 20561	105	Kirke Såby
7185014	Product 20584	62	Kirke Såby
7255497	Product 20613	112	Kirke Såby
7186665	Product 20615	125	Kirke Såby
7186622	Product 20616	65	Kirke Såby
7121458	Product 20705	121	Kirke Såby
7192410	Product 20774	53	Kirke Såby
7192487	Product 20778	56	Kirke Såby
7097778	Product 20785	62	Kirke Såby
7247605	Product 20801	118	Kirke Såby
7235216	Product 20814	77	Kirke Såby
7114460	Product 20874	81	Kirke Såby
7098103	Product 20877	37	Kirke Såby
7083424	Product 20896	99	Kirke Såby
7179669	Product 20897	124	Kirke Såby
7182317	Product 20955	99	Kirke Såby
7247729	Product 20981	60	Kirke Såby
7226802	Product 21005	52	Kirke Såby
7116551	Product 21041	73	Kirke Såby
